이름,종류,위도,경도,도로명주소,전화번호,휴무,영업시간
와우스토어,반려동물용품,37.8449033,127.063992,경기도 양주시 덕정5길 17,,연중무휴,"월~금 17:30~21:00, 토~일 10:00~21:00"
와우애견,미용,36.79895303,127.153798,충청남도 천안시 동남구 원거리7길 2,415610008,연중무휴,매일 10:00~20:00
와우종합동물병원,동물병원,37.47611531,126.91577,서울특별시 관악구 난곡로 247,28660880,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00"
와우캣,반려동물용품,36.5988041,127.405217,충청북도 청주시 흥덕구 서부로 875-15,50713505830,"매주 토, 일",월~금 10:00~17:00
와우펫,반려동물용품,35.96317503,126.980399,전라북도 익산시 무왕로17길 44-14,638367588,,
와우펫 애견용품할인마트,반려동물용품,37.59399564,127.075009,서울특별시 중랑구 망우로 203,24341500,,
와우펫살롱,미용,37.59600769,127.083149,서울특별시 중랑구 망우로 275,50713476541,법정공휴일,"월, 수~일 11:00~20:00"
와우한빛산업,반려동물용품,37.14696374,126.935753,경기도 화성시 봉담읍 하가등길 40,312948825,"매주 토,일",월~금 09:00~18:00
와이낫,카페,37.63592644,127.020073,서울특별시 강북구 수유로 59,50714705911,연중무휴,매일 08:30~24:00
와이비엔,반려동물용품,37.49330252,126.555023,인천광역시 중구 은하수로 351,,,
와이약국,동물약국,36.79743418,127.109241,충청남도 아산시 배방읍 광장로 210,416215752,"매주 일요일, 법정공휴일","월, 수~목 09:30~19:30, 화 09:30~20:00, 금 09:30~20:00, 토 09:30~14:30"
와이엘홀딩스,반려동물용품,37.51544793,127.041639,서울특별시 강남구 선릉로 659,7077778797,,
와이즈24시 동물병원,동물병원,37.51125805,127.023885,서울특별시 강남구 학동로6길 7,234468253,법정공휴일,"월~토 09:30~19:30, 일 12:00~18:00"
와이즈동물병원,동물병원,36.30665227,127.348694,대전광역시 서구 원도안로 28,427163475,연중무휴,"월~수, 금 09:30~19:30, 목,토, 법정공휴일 09:30~17:00"
와이타운,반려동물용품,37.65808001,127.070968,서울특별시 노원구 상계로26길 13,50713061084,"매주 토, 일",월~금 10:00~17:00
와일드 동물병원,동물병원,37.90914341,127.721457,강원도 춘천시 샘물단지길 22-26,,,
와프와프펫 W스퀘어점,반려동물용품,35.13422946,129.111217,부산광역시 남구 분포로 145,50713848230,연중무휴,매일 06:00~01:00
완도 리베라펜션,펜션,34.33542702,126.81238,전라남도 완도군 신지면 신지로 415,50713104445,연중무휴,매일 15:00~11:00
완도 문화예술의 전당,문예회관,34.32367717,126.741656,전라남도 완도군 완도읍 개포로159번길 55,615505464,연중무휴,매일 09:00~22:00
완도 용현이네 펜션,펜션,34.34271973,126.818853,전라남도 완도군 신지면 대곡길 79-152,,연중무휴,매일 14:00~11:00
완도동물병원,동물병원,34.31641695,126.750899,전라남도 완도군 완도읍 장보고대로 233,615547580,매주 일요일,"월~금 09:00~18:00, 토 09:00~12:00"
완도전복사료,반려동물용품,34.3401552,126.734733,전라남도 완도군 완도읍 농공단지6길 21-2,615545600,,
완두콩 애견카페 펍,카페,37.65364472,126.626911,경기도 김포시 양촌읍 양곡2로 25,50714819333,매주 수요일,목~화 14:00~24:00
완산종로약국,동물약국,35.83196446,127.118786,전라북도 전주시 완산구 당산로 96,632521574,"매주 일요일, 법정공휴일","월~금 08:30~18:00, 토 08:30~13:00"
완산칠봉꽃동산,여행지,35.80856634,127.14674,,,연중무휴,매일 00:00~24:00
완주 델루나펜션,펜션,35.87641538,127.244166,전라북도 완주군 소양면 송광수만로 169,632467134,연중무휴,매일 15:30~11:00
완주 들꽃펜션,펜션,36.10465037,127.336136,전라북도 완주군 운주면 대둔산로 2100-8,,연중무휴,매일 14:00~12:00
완주로컬펫푸드,반려동물용품,37.52604975,126.802085,경기도 부천시 성오로128번길 51,632830110,"매주 토, 일",월~금 11:00~19:00
완주문화예술회관,문예회관,35.90535507,127.160781,전라북도 완주군 용진읍 운곡리 975-78,632902597,,
완주책박물관,박물관,35.90745719,127.065756,전라북도 완주군 삼례읍 삼례역로 68,632917820,연중무휴,매일 10:00~18:00
왈가닥펫 부평역사점,반려동물용품,37.48956767,126.723351,인천광역시 부평구 광장로 16,7088209777,연중무휴,매일 11:00~22:00
왈가닥펫 용현점,반려동물용품,37.45213141,126.6391,인천광역시 미추홀구 토금중로 53,7077669777,연중무휴,매일 10:00~22:00
왈스토어,반려동물용품,37.53084481,127.081928,서울특별시 광진구 뚝섬로52가길 47,50713534879,매주 월요일,"화~금 13:00~21:00, 토~일 11:00~19:00"
왈왈미용실,미용,37.63548618,127.0198,서울특별시 강북구 수유로 54,,법정공휴일,매일 09:00~21:00
왈왈식당,반려동물용품,37.50762664,126.734052,인천광역시 부평구 충선로203번길 40,50714573016,"매주 토, 일",월~금 10:00~19:00
왈왈애견미용샵,미용,35.83204787,128.739778,경상북도 경산시 대학로32길 21,538121522,"매주 일요일, 법정공휴일","월~금 09:30~20:00, 토 09:30~17:00"
왈왈이 무실점,카페,37.33667605,127.933593,강원도 원주시 무실본동길 44,337326433,매주 목요일,금~수 11:00~19:00
왈왈펫카페,카페,37.66211709,126.768038,경기도 고양시 일산동구 무궁화로 32-12,318109622,,
왈종미술관,미술관,33.24530212,126.573663,제주특별자치도 서귀포시 칠십리로214번길 30,647633600,매주 월요일,화~일 10:00~18:00
왈츠동물병원,동물병원,37.49845248,126.895487,서울특별시 영등포구 가마산로 324,28347582,연중무휴,매일 10:00~20:00
왈츠와 닥터만 커피박물관,박물관,37.59196631,127.338457,경기도 남양주시 조안면 북한강로 856-37,315760020,"매주 월, 화",수~일 11:00~17:00
왈츠컴퍼니,반려동물용품,37.46990664,126.885554,서울특별시 금천구 가산디지털1로 45,50713536331,"매주 토, 일",월~금 10:00~17:00
왈킹,반려동물용품,35.86340368,128.617724,대구광역시 수성구 들안로 373,50219050715,,
왈테이블,반려동물용품,37.45355669,126.728029,인천광역시 남동구 구월로336번길 35,50713082517,연중무휴,"월~금 20:00~22:00, 토~일 10:00~22:00"
왓냥,반려동물용품,37.00684053,127.816918,충청북도 충주시 주덕읍 화개3길 25,50713164098,연중무휴,매일 00:00~24:00
왓썹독,카페,37.08539038,127.072264,경기도 평택시 오리곡길 63,50714068108,연중무휴,매일 09:00~20:00
왔숑 애견미용샵,반려동물용품,35.09278243,128.910674,부산광역시 강서구 명지국제6로 107,519292384,매주 일요일,월~토 10:00~17:00
왕개상점,미용,37.57639923,127.19032,경기도 하남시 미사강변한강로 132,317933336,매주 화요일,수~월 10:00~20:00
왕궁가축병원,동물병원,35.93427786,127.078836,전라북도 익산시 왕궁면 왕궁로 157,632915214,매주 일요일,"월~금 09:00~18:00, 토 09:00~14:00"
왕궁리유적전시관,박물관,35.97155978,127.05581,전라북도 익산시 왕궁면 궁성로 666,638594631,"1월1일, 매주 월요일",화~일 09:00~18:00
왕산해수욕장,여행지,37.45584504,126.370654,인천광역시 중구 용유서로423번길 9-1,327771330,연중무휴,매일 00:00~24:00
왕성약국,동물약국,37.51122407,127.022549,서울특별시 강남구 학동로 106,25474561,"매주 일요일, 법정공휴일","월~금 : 09:00~21:00, 토 : 09:00~19:00"
왕성약국,동물약국,36.47580165,127.152844,충청남도 공주시 무령로 592,50714718334,매주 일요일,"월~금 08:40~20:00, 토 09:00~20:00"
왕솔약국,동물약국,37.56095855,126.979767,서울특별시 중구 남대문로 36,27735001,"매주 일요일, 법정공휴일",월~토 08:00~18:00
왕십리조은동물병원,동물병원,37.56457494,127.02789,서울특별시 성동구 왕십리로 381,222970075,연중무휴,"월~수 09:00~21:00, 목, 토 09:00~20:00, 금 10:00~21:00, 일 10:00~19:00"
왕약국,동물약국,37.60081319,126.92292,서울특별시 은평구 은평로 137,23527533,법정공휴일,"월~금 08:30~20:30, 토 09:30~17:00, 일 10:00~14:00"
왕약국,동물약국,37.46938168,126.938708,서울특별시 관악구 대학5길 17,28771333,"매주 일요일, 법정공휴일",월~토 09:00~22:00
왕온누리약국,동물약국,37.52207932,126.90553,서울특별시 영등포구 영중로24길 4,226790316,"매주 일요일, 법정공휴일","월~화, 목~금 09:00~18:30, 수 09:00~21:00, 토 09:00~16:30"
왕온누리약국,동물약국,37.34554122,126.736475,경기도 시흥시 중심상가2길 12-2,314330544,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~13:00"
왕인박사유적지,여행지,34.75653038,126.629121,전라남도 영암군 군서면 왕인로 440,614706643,연중무휴,매일 09:00~18:00
왕조실록의궤박물관,박물관,37.71883129,128.602948,강원도 평창군 진부면 오대산로 176,333397022,"1월1일, 설, 추석 당일, 매주 월요일",화~일 09:30~17:00
왕지 약국,동물약국,34.95338963,127.531916,전라남도 순천시 백연길 104,617250575,법정공휴일,"월~금 08:20~19:00, 토 08:20~13:00, 일 08:20~13:00"
왕지벚꽃길,여행지,34.93593364,127.907032,,558608601,연중무휴,매일 00:00~24:00
왕짱스쿨,미용,36.08954468,128.430208,경상북도 구미시 인동32길 57-14,50713261909,연중무휴,"월~금 08:00~20:00, 토~일 11:00~21:00"
왜관동물병원,동물병원,35.99461158,128.397368,경상북도 칠곡군 왜관읍 2번도로길 77-4,549777365,"매주 일요일, 법정공휴일","월~화 10:00~19:00, 수 10:00~14:00, 목~토 10:00~19:00"
왜목마을,여행지,37.04428019,126.52441,충청남도 당진시 석문면 왜목길 8,413541713,연중무휴,매일 00:00~24:00
외나무약국,동물약국,35.08877842,129.047293,부산광역시 영도구 하나길 608,514168629,법정공휴일,"월~금 09:00~17:00, 토 09:00~15:00, 일 08:30~19:30"
외대조은약국,동물약국,37.59594226,127.061058,서울특별시 동대문구 휘경로 10,29604983,연중무휴,"월~금 09:00~24:00, 토 09:00~24:00, 일 10:00~24:00, 법정공휴일 10:00~24:00"
외도 펠리스 펜션,펜션,34.81512844,128.708029,경상남도 거제시 일운면 와현로 58,,연중무휴,매일 15:00~11:00
외도조경식물원,박물관,34.76947226,128.711392,경상남도 거제시 일운면 외도길 17,556814541,매주 월요일,"화~일 하절기 08:00~19:00, 동절기 08:30~17:00"
외돌개,여행지,33.24101157,126.546498,제주특별자치도 서귀포시 남성로 56,647603192,연중무휴,매일 00:00~24:00
외돌개,여행지,33.24007687,126.545664,,647603192,연중무휴,매일 00:00~24:00
외솔최현배선생기념관,박물관,35.57475583,129.347468,울산광역시 중구 병영12길 15,522904828,"1월1일, 설, 추석 당일, 매주 월요일",화~일 09:00~18:00
외암마을민박,여행지,36.73099203,127.01443,충청남도 아산시 송악면 외암민속길9번길 13-2,415410848,연중무휴,매일 19:00~17:30
외암민속관,박물관,36.73032636,127.013771,충청남도 아산시 송악면 외암민속길 5,415402654,연중무휴,"매일 하절기 09:00~18:00, 동절기 09:00~17:00"
외할머니의 부엌,박물관,37.64997572,126.538977,경기도 김포시 대곶면 덕포진로103번길 95-7,319841993,매주 월요일,화~일 10:00~18:00
요기도기 카페,카페,35.84873231,128.536389,대구광역시 달서구 와룡로 169,50714466200,연중무휴,매일 10:00~21:00
요기독 강아지분양고양이분양 남양주점,반려동물용품,37.65108446,127.113082,경기도 남양주시 별내5로5번길 22,,연중무휴,매일 00:00~24:00
요기독강아지분양고양이분양 대전점,반려동물용품,36.34553745,127.380251,대전광역시 서구 계룡로491번길 8,50714274413,연중무휴,매일 00:00~24:00
요기펫,반려동물용품,35.40940956,129.077256,경상남도 양산시 상북면 석계산단6길 129,7044667398,매주 토~일,월~금 09:30~17:00
요나약국,동물약국,37.6193297,127.020744,서울특별시 강북구 솔샘로 254,29888834,매주 일요일,"월~토 09:00~22:00, 법정공휴일 09:00~21:00"
요라,반려동물용품,37.10611015,126.987422,경기도 화성시 양감면 정문송산로 160-4,313520132,,
요산공원,여행지,35.63037732,127.154886,,636402344,연중무휴,매일 00:00~24:00
요선암 돌개구멍,여행지,37.29688703,128.263026,강원도 영월군 무릉도원면 무릉법흥로 275-25,335602379,연중무휴,매일 00:00~24:00
요셉동물병원,동물병원,34.97868498,127.586696,전라남도 광양시 광양읍 칠성로 76,617637582,,
요셉약국,동물약국,35.85780432,128.466739,대구광역시 달성군 다사읍 대실역북로 12,535885409,연중무휴,"월~화 09:00~21:00, 수 09:00~13:00, 목~금 09:00~21:00, 토 09:00~19:00, 일 14:00~19:00, 법정공휴일 14:00~19:00"
요셉온누리약국,동물약국,35.15212646,126.847845,광주광역시 서구 상무중앙로 57,623818058,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~14:00"
요요펫,반려동물용품,35.92403088,128.59493,대구광역시 북구 호국로51길 39-15,809511480,,
요천생태습지공원 애견놀이터,여행지,35.38408239,127.343847,,636205802,매주 월요일,화~일 10:00~18:00
요촌1어린이공원,여행지,35.80535816,126.887582,전라북도 김제시 요촌서길 25,,연중무휴,매일 00:00~24:00
요촌어린이공원,여행지,35.80595715,126.896113,전라북도 김제시 요촌길 45,,연중무휴,매일 00:00~24:00
요한약국,동물약국,35.83639306,128.715889,대구광역시 수성구 달구벌대로 3294,537952112,매주 일요일,"월~금 09:00~20:30, 토 09:00~17:30"
욜로애견미용,미용,35.17065203,129.162779,부산광역시 해운대구 우동3로11번길 42,510123607,연중무휴,매일 08:00~21:00
욜로펫,미용,35.87298575,128.71288,대구광역시 동구 반야월북로 140,50713166789,연중무휴,매일 08:00~20:00
욜로펫,반려동물용품,35.1037587,128.961197,부산광역시 사하구 동매로 25,512020666,,
욜로홀로,반려동물용품,37.5342246,127.228332,경기도 하남시 검단산로218번길 13,7044710991,매주 일요일,월~토 10:00~20:00
용강동물병원,동물병원,37.54483313,126.939475,서울특별시 마포구 대흥로 48,27072340,연중무휴,"월~토 09:00~20:00, 일, 법정공휴일 10:00~19:00"
용곡공원,여행지,36.7930584,127.098591,충청남도 천안시 서북구 공원로 109,41521277,연중무휴,매일 00:00~24:00
용궁사,여행지,35.18823927,129.223246,부산광역시 기장군 기장읍 용궁길 86,517227744,연중무휴,매일 00:00~24:00
용담댐조각공원,여행지,35.94385792,127.529913,,634304203,연중무휴,매일 00:00~24:00
용담온누리약국,동물약국,33.51276853,126.507652,제주특별자치도 제주시 용담로 46,647120259,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00"
용덕약국,동물약국,35.97289248,129.415216,경상북도 포항시 남구 오천읍 정몽주로616번길 2,542922438,매주 일요일,"월~금 09:00~21:00, 토 09:00~18:00"
용동물메디컬센터,동물병원,35.22059647,128.681564,경상남도 창원시 성산구 단정로 10,50714087511,연중무휴,매일 10:00~24:00
용두암,여행지,33.51480359,126.511798,제주특별자치도 제주시 용두암길 15,647283917,연중무휴,매일 00:00~24:00
용마동물병원,동물병원,37.5595406,127.08786,서울특별시 광진구 용마산로 66,24462349,,
용마랜드,여행지,37.59451469,127.10453,서울특별시 중랑구 망우로70길 118,24365800,연중무휴,매일 10:00~18:00
용마약국,동물약국,37.54560686,127.085384,서울특별시 광진구 자양로 201,24479621,"매주 일요일, 법정공휴일","월~금 08:30~20:00, 토 08:30~15:00"
용마폭포공원,여행지,37.57492985,127.088973,서울특별시 중랑구 용마산로 250,220942965,연중무휴,매일 00:00~24:00
용문동물병원,동물병원,37.48433166,127.59314,경기도 양평군 용문면 용문로 353,317733176,,
용문사,여행지,37.55021797,127.570448,경기도 양평군 용문면 용문산로 782,317733797,연중무휴,매일 00:00~24:00
용문사성보유물관,박물관,36.73150562,128.370525,경상북도 예천군 용문면 용문사길 285-30,546558695,,
용문약국,동물약국,37.49221082,126.750016,경기도 부천시 상일로 69,323221788,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~13:00"
용문조아동물병원,동물병원,37.48421978,127.592578,경기도 양평군 용문면 다문중앙1길 3,317717585,매주 일요일,"월~금 09:00~19:00, 토 변동"
용반들근린공원,여행지,36.35204245,127.34229,,,연중무휴,매일 00:00~24:00
용봉동물병원,동물병원,37.53307025,126.844604,서울특별시 강서구 강서로17길 20,226030781,매주 일요일,월~토 09:00~20:00
용산가족공원,여행지,37.52470224,126.97774,서울특별시 용산구 서빙고로 137,27925661,연중무휴,매일 00:00~24:00
용산동물병원,동물병원,36.95904413,127.941625,충청북도 충주시 형설로 54-11,438477582,매주 일요일,"월~금 09:00~19:00, 토 09:00~16:00"
용산아트홀,문예회관,37.53245229,126.990479,서울특별시 용산구 녹사평대로 150,221997269,"매일 토, 일, 법정공휴일",전시공연에 따라 변동
용산약국,동물약국,36.26050313,127.828658,충청북도 영동군 용산면 용산로 333-1,437422669,"매주 일요일, 법정공휴일","월~금 08:00~19:00, 토 08:00~16:00"
용산종합동물병원,동물병원,35.85373291,128.547537,대구광역시 달서구 달구벌대로 1658,535621132,매주 일요일,"월~금 09:00~19:00, 토 09:00~18:00"
용산파크약국,동물약국,37.52690561,126.966566,서울특별시 용산구 서빙고로 17,27975055,"매주 일요일, 법정공휴일","월~금 09:30~20:00, 토 09:30~16:00"
용산현대약국,동물약국,35.85776866,128.530866,대구광역시 달서구 용산로 226,535269756,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00"
용상약국,동물약국,36.55896715,128.75131,경상북도 안동시 경동로 872,548212811,"매주 일요일, 법정공휴일","월~금 08:00~19:00, 토 08:00~13:00"
용소웰빙공원,여행지,35.24666131,129.204424,,517094534,연중무휴,매일 00:00~24:00
용수약국,동물약국,37.25251058,127.489945,경기도 이천시 부발읍 경충대로 2100,316350907,"매주 일요일, 법정공휴일","월~금 09:00~22:00, 토 09:00~19:00"
용암동아약국,동물약국,36.80237039,127.119094,충청남도 천안시 서북구 월봉로 132,50714705201,매주 일요일,"월~금 09:00~18:30, 토 09:00~14:00"
용암약국,동물약국,36.80258463,127.119137,충청남도 천안시 서북구 월봉로 134,7042407098,"매주 일요일, 법정공휴일","월, 금 09:00~19:00, 화, 목 09:00~20:00, 수 09:00~13:30, 토 09:00~13:30"
용약국,동물약국,36.04208377,129.350963,경상북도 포항시 북구 대안길 64,50713841519,매주 일요일,"월~금 09:00~20:00, 토 09:00~16:00"
용약국,동물약국,35.89905021,128.610845,대구광역시 북구 동북로 168,539510105,연중무휴,"월~금 09:00~20:00, 토 09:00~16:00, 일 09:00~20:00, 법정공휴일 09:00~20:00"
용원동물병원,동물병원,35.09956852,128.813235,경상남도 창원시 진해구 용원로 36-1,555437523,,
용인1번약국,동물약국,37.23582002,127.201278,경기도 용인시 처인구 금령로39번길 8-5,313260774,"매주 일요일, 법정공휴일","월~금 08:30~18:00, 토 08:30~13:00"
용인강남약국,동물약국,37.27338303,127.110747,경기도 용인시 기흥구 신구로12번길 12,312835453,매주 일요일,"월~금 09:00~23:30, 토 09:00~23:30, 법정공휴일 09:00~23:30"
용인대학교박물관,박물관,37.22787888,127.170724,경기도 용인시 처인구 용인대학로 134,3180203001,"매주 토, 일, 법정공휴일, 방학기간",월~금 10:00~17:00
용인도담동물병원,동물병원,37.28455949,127.15355,경기도 용인시 기흥구 평촌1로2번길 6,315482526,"매주 토, 일","월~금 10:00~19:30, 법정공휴일 10:00~05:00"
용인동물병원,동물병원,37.23445671,127.189104,경기도 용인시 처인구 명지로 17,313323070,,
용인보건당약국,동물약국,37.2401836,127.17398,경기도 용인시 처인구 금학로 91,313235561,"매주 토, 일, 법정공휴일",월~금 09:00~20:00
용인센트럴동물병원,동물병원,37.23028417,127.210508,경기도 용인시 처인구 백옥대로 1058,313217510,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00"
용인시 동물보호센터,동물병원,37.24302011,127.161297,경기도 용인시 처인구 중부대로 1074,313243467,"매주 토, 일",월~금 09:00~18:00
용인시문예회관,문예회관,37.23264673,127.198871,경기도 용인시 처인구 중부대로1392번길 5,312603300,매주 월요일,화~일 09:00~22:00
용인시박물관,박물관,37.27389677,127.157125,경기도 용인시 기흥구 동백3로 79,313244793,매주 월요일,화~일 09:00~18:00
용인자매약국,동물약국,37.23433561,127.195538,경기도 용인시 처인구 중부대로 1360,313333361,"매주 토, 일, 법정공휴일",월~금 09:00~20:00
용인죽전 24시 스카이동물메디컬센터,동물병원,37.33086487,127.109307,경기도 용인시 수지구 용구대로 2748,315465975,연중무휴,매일 00:00~24:00
용인축협동물병원,동물병원,37.23562783,127.20286,경기도 용인시 처인구 금령로55번길 6,313386771,연중무휴,매일 09:00~18:00
용인태평양약국,동물약국,37.23118743,127.210071,경기도 용인시 처인구 백옥대로1068번길 1,313363292,"매주 토, 일, 법정공휴일",월~금 09:00~23:00
용인포은아트홀,문예회관,37.32561804,127.104762,경기도 용인시 수지구 포은대로 499,312603300,전시공연에 따라 변동,매일 09:00~22:00
용인하나로약국,동물약국,37.26604747,127.135844,경기도 용인시 기흥구 중부대로 682,7088991366,"매주 토, 일, 법정공휴일",월~금 09:00~18:00
용인해성동물병원,동물병원,37.23161306,127.186746,경기도 용인시 처인구 명지로40번길 15-9,313338875,매주 수요일,"월~토 10:00~20:00, 일 11:00~17:00"
용주골동물병원,동물병원,37.82958976,126.833697,경기도 파주시 파주읍 술이홀로 422-1,319524674,,
용주사 효행박물관,박물관,37.21177931,127.005615,경기도 화성시 용주로 136,312340040,매주 월요일,"화~일 하절기 10:00~18:00, 동절기 10:00~17:00"
용지온누리약국,동물약국,35.84068421,128.598215,대구광역시 남구 효성로 84,537843262,연중무휴,"월~금 08:30~19:00, 토 09:00~16:00, 일 09:00~12:00"
용지호수공원,여행지,35.23207993,128.681023,경상남도 창원시 성산구 용지로169번길 26,552124501,연중무휴,매일 00:00~24:00
용한약국,동물약국,37.57727885,126.913103,서울특별시 서대문구 거북골로16길 36,23071377,법정공휴일,"월~금 09:00~18:30, 토 09:00~17:00, 일 11:00~17:00"
용한약국,동물약국,37.65487825,127.14398,경기도 남양주시 퇴계원읍 퇴계원로 93,315271188,매주 일요일,"월~금 09:00~22:00, 토 09:00~21:00, 법정공휴일 10:00~22:00"
용한약국,동물약국,35.08771679,128.817906,경상남도 창원시 진해구 신항4로 49,555518883,연중무휴,"월~금 08:00~22:00, 토~일 08:00~22:00, 법정공휴일 08:00~22:00"
용현 비타민약국,동물약국,37.73425053,127.07939,경기도 의정부시 용민로 1,318539571,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~19:00"
용현독일약국,동물약국,37.45677715,126.654677,인천광역시 미추홀구 독정이로 7,328828899,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
용현우리약국,동물약국,37.45720813,126.650001,인천광역시 미추홀구 독배로 420-1,328888876,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~16:00"
용호근린공원,여행지,35.80689806,127.104216,전라북도 전주시 완산구 홍산로 148,632812107,연중무휴,매일 00:00~24:00
용호더블유약국,동물약국,35.13422946,129.111217,부산광역시 남구 분포로 145,516111898,법정공휴일,"월~금 09:00~20:00, 토~일 09:00~16:00"
용호동물병원,동물병원,35.12136248,129.112577,부산광역시 남구 용호로123번길 5,516280855,매주 일요일,월~토 9:00~19:00
용화당약국,동물약국,37.64212851,127.073688,서울특별시 노원구 노원로16길 21,29497877,매주 일요일,"월~금 09:00~21:00, 토 09:00~19:00"
용화사,여행지,34.81833724,128.415386,경상남도 통영시 봉수로 107-82,556453060,연중무휴,매일 00:00~24:00
용흥혜민약국,동물약국,36.03359147,129.356303,경상북도 포항시 북구 용흥로 28,542323186,"매주 토요일, 법정공휴일","월~금 09:00~19:30, 일 09:00~17:00"
우경약국,동물약국,37.46514601,126.931299,서울특별시 관악구 호암로 531-1,28711549,"매주 일요일, 법정공휴일","월~금 07:30~20:00, 토 07:30~16:30"
우남동물병원,동물병원,35.301476,126.78107,전라남도 장성군 장성읍 청운길 19-1,613939776,,
우다다냥이,반려동물용품,37.82865358,126.971178,경기도 양주시 광적면 광적로65번길 240,318290807,연중무휴,매일 00:00~24:00
우다다댕산,반려동물용품,36.29705844,127.325959,대전광역시 서구 구봉산북로21번길 64-19,7087779797,연중무휴,매일 08:00~20:00
우다다멍,반려동물용품,37.46725699,126.824001,경기도 부천시 양지로 208,50713930330,매주 수요일,목~화 12:00~21:00
우다다애견카페,카페,35.23530741,129.01416,부산광역시 북구 금곡대로 302,513657222,연중무휴,매일 12:00~20:00
우다다펫푸드,반려동물용품,37.5308043,126.651349,인천광역시 서구 중봉대로586번길 22,50713428793,연중무휴,매일 10:30~20:30
우다당,반려동물용품,35.158395,129.063994,부산광역시 부산진구 서전로37번길 14,50713122819,매주 월요일,화~일 12:00~19:00
우당온누리약국,동물약국,37.55546057,127.187671,경기도 하남시 미사강변대로34번길 66,317962515,"매주 토, 일, 법정공휴일",월~금 10:00~18:00
우도봉 펜션,펜션,33.50000002,126.96742,제주특별자치도 제주시 우도면 영일길 156-32,50714768021,연중무휴,매일 15:00~10:00
우동물병원,동물병원,37.08307042,126.817985,경기도 화성시 우정읍 조암남로 22,313513393,,
우두리 포펫 펜션,펜션,34.72526521,127.747329,전라남도 여수시 돌산읍 돌산로 3508,50714627174,연중무휴,매일 15:00~11:00
우람동물병원,동물병원,37.49142392,127.502353,경기도 양평군 양평읍 남북로 97,317728275,연중무휴,"월~금 09:00~18:00, 토~일 09:30~18:00"
우랑동물병원,동물병원,37.83312692,127.508917,경기도 가평군 가평읍 중촌로 11,3136515551,,
우르르연구소,반려동물용품,37.49931506,126.70552,인천광역시 부평구 부흥로123번길 14,7076320022,"매주 토, 일",월~금 09:00~18:00
우륵박물관,박물관,35.74233935,128.263788,경상북도 고령군 대가야읍 가야금길 98,549507136,매주 월요일,화~일 09:00~18:00
우리,동물병원,36.77803623,126.457901,충청남도 서산시 안견로 231,416621801,매주 일요일,"월~금 09:00~18:00, 토 09:00~15:00"
우리 동물병원,동물병원,37.69191423,127.890966,강원도 홍천군 홍천읍 홍천로 420,334367502,"매주 수, 일","월~금 09:30~18:30, 토 09:30~13:00"
우리 이 약국,동물약국,37.55400394,126.936732,서울특별시 마포구 백범로 8,7076171520,매주 일요일,"월~금 08:30~18:30, 토 08:30~16:00"
우리가족건강 온누리약국,동물약국,37.1417853,127.073036,경기도 오산시 경기도대로 189,313776161,"매주 토, 일, 법정공휴일",월~금 08:30~19:00
우리가축병원,동물병원,35.97508095,127.20895,전라북도 완주군 고산면 읍내5길 8,632628575,,
우리가축약품,동물약국,36.45145639,126.802905,충청남도 청양군 청양읍 중앙로 133,419433766,매주 일요일,"월~금 08:30~20:00, 토 08:30~18:00, 법정공휴일 09:00~18:00"
우리강아지,반려동물용품,35.2509383,128.636912,경상남도 창원시 의창구 우곡로 21,552650068,휴무일 변동,"월~금 11:30~23:00, 토~일 10:30~23:00"
우리그루밍,위탁관리,35.84844133,128.575809,대구광역시 남구 대경1길 56,50714223399,연중무휴,매일 10:00~20:00
우리네약국,동물약국,35.41584804,129.172008,경상남도 양산시 서창로 183-1,553645525,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~17:00"
우리네온누리약국,동물약국,37.48186855,126.800095,경기도 부천시 경인로 400,323422119,"매주 토, 일, 법정공휴일",월~금 09:00~18:00
우리네온누리약국,동물약국,35.21525777,127.461209,전라남도 구례군 구례읍 동편제길 31,617834119,"매주 토, 일, 법정공휴일",월~금 09:00~18:00
우리농암약국,동물약국,36.59953015,128.003254,경상북도 문경시 농암면 농암길 64,545716631,매주 일요일,"월~금 08:30~18:00, 토 09:00~16:00, 법정공휴일 09:00~16:00"
우리대치약국,동물약국,37.49334891,127.061917,서울특별시 강남구 남부순환로 2936,25698009,매주 일요일,"월~금 09:00~20:00, 토 09:00~15:00"
우리대학약국,동물약국,37.27866392,127.045282,경기도 수원시 영통구 월드컵로 185,312171919,"매주 토, 일",월~금 08:30~18:50
우리대학약국,동물약국,35.23694035,128.642848,경상남도 창원시 의창구 사화로 396,552705270,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~13:00"
